resort_name,name,location_type,latitude,longitude,elevation_feet,is_primary,notes,source_url
Yakebitaiyama Ski Area,Base / Minimum Ski-Area Elevation,base,36.7507155,138.5184042,5102,true,Official Shiga Kogen Mountain Resort live-status/data page lists Yakebitaiyama Ski Area minimum altitude 1555 m and highest altitude 2000 m; primary uses minimum official course/ski-area altitude. Coordinates remain existing approximate resort/base forecast-point coordinates unless official point coordinates are later sourced. Reclassified from generic forecast_point to base because the row uses the official minimum/base ski-area elevation.,https://www.shigakogen-ski.or.jp/lift/yakebitaiyama/index-en.html
Yokoteyama Ski Area,Base / Minimum Ski-Area Elevation,base,36.6692,138.5264,5594,true,Official Shiga Kogen Mountain Resort live-status/data page lists Yokoteyama Ski Area minimum altitude 1705 m and highest altitude 2307 m; primary uses minimum official course/ski-area altitude. Coordinates remain existing approximate resort/base forecast-point coordinates unless official point coordinates are later sourced. Reclassified from generic forecast_point to base because the row uses the official minimum/base ski-area elevation.,https://shigakogen-ski.or.jp/lift/yokoteyama-shibutoge/index-en.html
Yunding Snow Park,Genting Secret Garden Base,base,40.565488,115.2681,5584,true,"Base forecast point for Genting Resort Secret Garden/Yunding Snow Park. Skiresort.info gives official-resort supplied operating context and elevation range 1,702–2,100 m; official Secret Garden pages were not reliably crawlable. Coordinates approximate for the resort/base complex.",https://www.skiresort.info/ski-resort/genting-resort-secret-garden/
Zao Onsen Ski Resort,Primary Base / Forecast Point,base,38.1672,140.3942,2559,true,Official Zao Onsen ski page identifies Omori Giant as the lowest-altitude course context; primary uses widely referenced Zao base altitude 780 m pending a direct official base number in captured text. Coordinates remain existing approximate resort/base forecast-point coordinates unless official point coordinates are later sourced.,https://zao-spa.or.jp/english/ski/
Zermatt Matterhorn,Primary Base / Forecast Point,base,46.0257,7.751637,5315,true,"Official Zermatt tourism page describes Zermatt at 1,620 m and the Matterhorn Glacier Paradise peak as 3,883 m; primary uses Zermatt village/base altitude. Coordinates remain existing approximate resort/base forecast-point coordinates unless official point coordinates are later sourced.",https://zermatt.swiss/Media/Attraktionen/Talstation-Matterhorn-Glacier-Paradise
Zillertal Arena,Primary Base / Forecast Point,base,47.23,12.14,1903,true,"Official Zillertal Arena FAQ identifies Übergangsjoch at 2,500 m as the highest point; primary uses Zell am Ziller valley/base elevation from existing resort forecast coordinate pending a direct official lower ski-area value. Coordinates remain existing approximate resort/base forecast-point coordinates unless official point coordinates are later sourced.",https://www.zillertalarena.com/en/information-services/holiday-information/faq/
Afton Alps,Summit / Highest Elevation,summit,44.8541,-92.7878,700,false,"Official Vail/Afton Alps mountain information lists base elevation 350 ft and highest elevation 700 ft; mountain-stat elevations, not named weather stations. Official source gives elevation but not exact station coordinates; latitude/longitude reuse the resort forecast-point coordinates and should be treated as approximate, not a surveyed summit/station point.",https://www.aftonalps.com/the-mountain/about-the-mountain/mountain-info.aspx
Alpine Valley (OH),Summit / Highest Elevation,summit,41.5261,-81.2536,1500,false,"Official Vail/Alpine Valley Ohio mountain information lists base elevation 1,260 ft and highest elevation 1,500 ft; mountain-stat elevations, not named weather stations. Official source gives elevation but not exact station coordinates; latitude/longitude reuse the resort forecast-point coordinates and should be treated as approximate, not a surveyed summit/station point.",https://www.alpinevalleyohio.com/the-mountain/about-the-mountain/mountain-info.aspx
Snow Creek,Summit / Highest Elevation,summit,39.4675,-94.971,1100,false,"Official Vail/Snow Creek mountain information lists base elevation 800 ft and highest elevation 1,100 ft; mountain-stat elevations, not named weather stations. Official source gives elevation but not exact station coordinates; latitude/longitude reuse the resort forecast-point coordinates and should be treated as approximate, not a surveyed summit/station point.",https://www.skisnowcreek.com/the-mountain/about-the-mountain/mountain-info.aspx
Paoli Peaks,Summit / Highest Elevation,summit,38.5564,-86.5125,900,false,"Official Vail/Paoli Peaks mountain information lists base elevation 600 ft and highest elevation 900 ft; mountain-stat elevations, not named weather stations. Official source gives elevation but not exact station coordinates; latitude/longitude reuse the resort forecast-point coordinates and should be treated as approximate, not a surveyed summit/station point.",https://www.paolipeaks.com/the-mountain/about-the-mountain/mountain-info.aspx
Mt Brighton,Summit / Highest Elevation,summit,42.54,-83.8115,1330,false,"Official Vail/Mt Brighton mountain information lists base elevation 1,100 ft and highest elevation 1,330 ft; mountain-stat elevations, not named weather stations. Official source gives elevation but not exact station coordinates; latitude/longitude reuse the resort forecast-point coordinates and should be treated as approximate, not a surveyed summit/station point.",https://www.mtbrighton.com/the-mountain/about-the-mountain/mountain-info.aspx
Wilmot Mountain,Summit / Highest Elevation,summit,42.4994,-88.1886,960,false,"Official Vail/Wilmot mountain information lists base elevation 770 ft and highest elevation 960 ft; mountain-stat elevations, not named weather stations. Official source gives elevation but not exact station coordinates; latitude/longitude reuse the resort forecast-point coordinates and should be treated as approximate, not a surveyed summit/station point.",https://www.wilmotmountain.com/the-mountain/about-the-mountain/mountain-info.aspx
Mad River Mountain,Summit / Highest Elevation,summit,40.3186,-83.677,1460,false,"Official Vail/Mad River mountain information lists highest elevation 1,460 ft and longest vertical drop 300 ft; no named weather/snow station is identified. Official source gives elevation but not exact station coordinates; latitude/longitude reuse the resort forecast-point coordinates and should be treated as approximate, not a surveyed summit/station point.",https://www.skimadriver.com/the-mountain/about-the-mountain/mountain-info.aspx
Hidden Valley Ski Area (MO),Summit / Highest Elevation,summit,38.5356,-90.6504,860,false,"Official Vail/Hidden Valley Missouri mountain information lists highest elevation 860 ft and longest vertical drop 320 ft; no named weather/snow station is identified. Official source gives elevation but not exact station coordinates; latitude/longitude reuse the resort forecast-point coordinates and should be treated as approximate, not a surveyed summit/station point.",https://www.hiddenvalleyski.com/the-mountain/about-the-mountain/mountain-info.aspx
Boston Mills,Combined BMBW Highest Elevation,summit,41.2646,-81.5651,871,false,"Official Vail/Boston Mills Brandywine mountain information is a combined two-area page and lists highest elevation 871 ft plus longest vertical drop 264 ft; it does not identify whether this highest point belongs to Boston Mills or Brandywine, nor publish per-area base elevations. Row retained as a combined-destination high-elevation reference, not a precise station. Official source gives elevation but not exact station coordinates; latitude/longitude reuse the resort forecast-point coordinates and should be treated as approximate, not a surveyed summit/station point.",https://www.bmbw.com/the-mountain/about-the-mountain/mountain-info.aspx
Brandywine,Combined BMBW Highest Elevation,summit,41.264,-81.556,871,false,"Official Vail/Boston Mills Brandywine mountain information is a combined two-area page and lists highest elevation 871 ft plus longest vertical drop 264 ft; it does not identify whether this highest point belongs to Boston Mills or Brandywine, nor publish per-area base elevations. Row retained as a combined-destination high-elevation reference, not a precise station. Official source gives elevation but not exact station coordinates; latitude/longitude reuse the resort forecast-point coordinates and should be treated as approximate, not a surveyed summit/station point.",https://www.bmbw.com/the-mountain/about-the-mountain/mountain-info.aspx
The Highlands,Summit Elevation,summit,45.4692553,-84.93534899999997,1325,false,"Official The Highlands resort-stats page lists summit elevation 1,325 ft and base elevation 773 ft; mountain-stat elevation, not a named weather station. Official source gives elevation but not exact station coordinates; coordinates reuse the resort forecast-point location and are approximate.",https://www.highlandsharborsprings.com/media-room/resort-stats
Loon Mountain,North Peak Summit,summit,44.0565389,-71.62957589999996,3050,false,"Official Loon Mountain stats page lists North Peak summit elevation 3,050 ft and base elevation 860 ft; mountain-stat elevation, not a named weather station. Official source gives elevation but not exact station coordinates; coordinates reuse the resort forecast-point location and are approximate.",https://www.loonmtn.com/mountain-stats
Sugarloaf,Summit Elevation,summit,45.0541811,-70.30851089999999,4237,false,"Official Sugarloaf mountain-info page lists summit elevation 4,237 ft and vertical drop 2,820 ft; no named weather station coordinates are provided on this page. Official source gives elevation but not exact station coordinates; coordinates reuse the resort forecast-point location and are approximate.",https://www.sugarloaf.com/mountain-info
Sunday River,Oz Peak Summit,summit,44.4669465,-70.84651939999998,3150,false,"Official Sunday River Meet the Peaks page lists per-peak elevations and identifies Oz as 3,150 ft, the highest listed peak elevation in the captured peak table; no base elevation or sensor coordinate is provided there. Official source gives elevation but not exact station coordinates; coordinates reuse the resort forecast-point location and are approximate.",https://www.sundayriver.com/the-mountain/8-peaks
Copper Mountain,Summit Elevation,summit,39.502141,-106.15099520000001,12441,false,"Official Copper Mountain winter mountain-stats page lists summit elevation 12,441 ft and base elevation 9,712 ft; mountain-stat elevation, not a named weather station. Official source gives elevation but not exact station coordinates in the captured source; coordinates reuse the resort forecast-point location and are approximate.",https://www.coppercolorado.com/the-mountain/mountain-safety-stats/winter-mountain-stats/
Brighton,Top Elevation,summit,40.598166,-111.5829,10500,false,"Official Brighton Resort about page lists top elevation 10,500 ft and base elevation 8,755 ft; mountain-stat elevation, not a named weather station. Official source gives elevation but not exact station coordinates in the captured source; coordinates reuse the resort forecast-point location and are approximate.",https://www.brightonresort.com/about
Crystal Mountain Resort,Lower Northway,other,46.94772,-121.473,3912,false,"Official Crystal Mountain stats page lists Lower Northway elevation 3,912 ft as part of its elevation table. Official source gives elevation but not exact station coordinates in the captured source; coordinates reuse the resort forecast-point location and are approximate.",https://www.crystalmountainresort.com/media/mountain-stats-and-facts
Crystal Mountain Resort,Gondola Summit,summit,46.94772,-121.473,6872,false,"Official Crystal Mountain stats page lists Summit/top of gondola elevation 6,872 ft. Official source gives elevation but not exact station coordinates in the captured source; coordinates reuse the resort forecast-point location and are approximate.",https://www.crystalmountainresort.com/media/mountain-stats-and-facts
Crystal Mountain Resort,Silver King,summit,46.94772,-121.473,7012,false,"Official Crystal Mountain stats page lists Silver King elevation 7,012 ft. Official source gives elevation but not exact station coordinates in the captured source; coordinates reuse the resort forecast-point location and are approximate.",https://www.crystalmountainresort.com/media/mountain-stats-and-facts
Arapahoe Basin,Summit Elevation,summit,39.631106,-105.874058,13050,false,"Official Arapahoe Basin press-kit PDF lists summit elevation 13,050 ft and base elevation 10,520 ft; mountain-stat elevation, not a named weather station. Official source gives elevation but not exact station coordinates in the captured source; coordinates reuse the resort forecast-point location and are approximate.",https://stgabasin.blob.core.windows.net/arapahoe/uploaded/pdfs/abasin%20press%20kit%20final%20small%201920%20winter.pdf
June Mountain,Summit Elevation,summit,37.7679169,-119.09062929999999,10090,false,"Official June Mountain trail-map/mountain-stats page lists summit elevation 10,090 ft and base elevation 7,545 ft; mountain-stat elevation, not a named weather station. Official source gives elevation but not exact station coordinates in the captured source; coordinates reuse the resort forecast-point location and are approximate.",https://www.junemountain.com/mountain-information/trail-map
Bear Mountain,Peak Elevation,summit,34.223238,-116.862169,8805,false,"Official Big Bear Mountain Resort trail-map page lists Bear Mountain peak elevation 8,805 ft and base elevation 7,140 ft; mountain-stat elevation, not a named weather station. Official source gives elevation but not exact station coordinates in the captured source; coordinates reuse the resort forecast-point location and are approximate.",https://www.bigbearmountainresort.com/mountain-information/trail-maps
Snow Summit,Peak Elevation,summit,34.225915,-116.891162,8200,false,"Official Big Bear Mountain Resort trail-map page lists Snow Summit peak elevation 8,200 ft and base elevation 7,000 ft; mountain-stat elevation, not a named weather station. Official source gives elevation but not exact station coordinates in the captured source; coordinates reuse the resort forecast-point location and are approximate.",https://www.bigbearmountainresort.com/mountain-information/trail-maps
Killington,Killington Peak,summit,43.620867,-72.796267,4241,false,"Official Killington mountain-stats page lists Killington Peak at 4,241 ft. Official source does not provide exact coordinates for this named elevation point in the captured source; coordinates reuse the resort forecast-point location and are approximate.",https://killington.com/mountain-stats
Killington,Skye Peak,summit,43.620867,-72.796267,3800,false,"Official Killington mountain-stats page lists Skye Peak at 3,800 ft. Official source does not provide exact coordinates for this named elevation point in the captured source; coordinates reuse the resort forecast-point location and are approximate.",https://killington.com/mountain-stats
Killington,Ramshead Peak,summit,43.620867,-72.796267,3610,false,"Official Killington mountain-stats page lists Ramshead Peak at 3,610 ft. Official source does not provide exact coordinates for this named elevation point in the captured source; coordinates reuse the resort forecast-point location and are approximate.",https://killington.com/mountain-stats
Killington,Snowdon Peak,summit,43.620867,-72.796267,3592,false,"Official Killington mountain-stats page lists Snowdon Peak at 3,592 ft. Official source does not provide exact coordinates for this named elevation point in the captured source; coordinates reuse the resort forecast-point location and are approximate.",https://killington.com/mountain-stats
Killington,Bear Mountain Peak,summit,43.620867,-72.796267,3262,false,"Official Killington mountain-stats page lists Bear Mountain Peak at 3,262 ft. Official source does not provide exact coordinates for this named elevation point in the captured source; coordinates reuse the resort forecast-point location and are approximate.",https://killington.com/mountain-stats
Killington,Sunrise Mountain Peak,summit,43.620867,-72.796267,2456,false,"Official Killington mountain-stats page lists Sunrise Mountain Peak at 2,456 ft. Official source does not provide exact coordinates for this named elevation point in the captured source; coordinates reuse the resort forecast-point location and are approximate.",https://killington.com/mountain-stats
Killington,Annual Snowfall Measurement Level,weather_station,43.620867,-72.796267,4000,false,"Official Killington mountain-stats page states monthly/annual snowfall is measured at the 4,000-foot level below the summit of Killington Peak; treated as a weather/snow measurement elevation but exact coordinates are not published in the captured source. Official source does not provide exact coordinates for this named elevation point in the captured source; coordinates reuse the resort forecast-point location and are approximate.",https://killington.com/mountain-stats
Pico Mountain,Pico Mountain Peak,summit,43.66388,-72.8432,3967,false,"Official Killington mountain-stats page lists Pico Mountain Peak at 3,967 ft in the combined Killington + Pico mountain stats. Official source does not provide exact coordinates for this named elevation point in the captured source; coordinates reuse the resort forecast-point location and are approximate.",https://killington.com/mountain-stats
Alyeska Resort,Summit Elevation,summit,60.96174,-149.09387,3939,false,"Official Alyeska schedule/rates PDF lists summit elevation 3,939 ft and base elevation 250 ft. Coordinates reuse the resort forecast-point location because the source did not publish exact station coordinates in the captured text; treat as approximate elevation anchor, not surveyed point geometry.",https://www.alyeskaresort.com/wp-content/uploads/2023/10/2024-schedule-rates.pdf
Banff Sunshine,Top Elevation,summit,51.111841,-115.744665,8943,false,"SkiBig3 official Banff Sunshine stats list top elevation 8,943 ft and base elevation 5,440 ft. Coordinates reuse the resort forecast-point location because the source did not publish exact station coordinates in the captured text; treat as approximate elevation anchor, not surveyed point geometry.",https://www.skibig3.com/ski/resorts/banff-sunshine/
Lake Louise Ski Resort,Top Elevation,summit,51.44321498486975,-116.16269980353756,8650,false,"SkiBig3 official Lake Louise stats list top elevation 8,650 ft and base elevation 5,400 ft. Coordinates reuse the resort forecast-point location because the source did not publish exact station coordinates in the captured text; treat as approximate elevation anchor, not surveyed point geometry.",https://www.skibig3.com/ski/resorts/lake-louise/
Mt. Norquay,Top Elevation,summit,51.200305,-115.601637,6998,false,"SkiBig3 official Mt. Norquay stats list top elevation 6,998 ft and base elevation 5,350 ft. Coordinates reuse the resort forecast-point location because the source did not publish exact station coordinates in the captured text; treat as approximate elevation anchor, not surveyed point geometry.",https://www.skibig3.com/ski/resorts/mt-norquay/
Kicking Horse Mountain Resort,Top of Kicking Horse,summit,51.2974,-117.0486,8218,false,"Official Kicking Horse stats list Top of Kicking Horse at 8,218 ft. Coordinates reuse the resort forecast-point location because the source did not publish exact station coordinates in the captured text; treat as approximate elevation anchor, not surveyed point geometry.",https://kickinghorseresort.com/discover-kickinghorse/mountain-stats/
Kicking Horse Mountain Resort,Lower Mountain Snowfall Band,weather_station,51.2974,-117.0486,4263,false,"Official Kicking Horse stats list Lower Mountain Snowfall Band elevation at 4,263 ft in its average-snowfall table. Coordinates reuse the resort forecast-point location because the source did not publish exact station coordinates in the captured text; treat as approximate elevation anchor, not surveyed point geometry.",https://kickinghorseresort.com/discover-kickinghorse/mountain-stats/
Kicking Horse Mountain Resort,Mid Mountain Snowfall Band,mid_mountain,51.2974,-117.0486,5646,false,"Official Kicking Horse stats list Mid Mountain Snowfall Band elevation at 5,646 ft in its average-snowfall table. Coordinates reuse the resort forecast-point location because the source did not publish exact station coordinates in the captured text; treat as approximate elevation anchor, not surveyed point geometry.",https://kickinghorseresort.com/discover-kickinghorse/mountain-stats/
Kicking Horse Mountain Resort,Alpine Snow Stations,weather_station,51.2974,-117.0486,7049,false,"Official Kicking Horse stats list Alpine Snow Stations elevation at 7,049 ft in its average-snowfall table. Coordinates reuse the resort forecast-point location because the source did not publish exact station coordinates in the captured text; treat as approximate elevation anchor, not surveyed point geometry.",https://kickinghorseresort.com/discover-kickinghorse/mountain-stats/
Kicking Horse Mountain Resort,Summit Snow Stations,snow_stake,51.2974,-117.0486,8033,false,"Official Kicking Horse stats list Summit Snow Stations elevation at 8,033 ft in its average-snowfall table. Coordinates reuse the resort forecast-point location because the source did not publish exact station coordinates in the captured text; treat as approximate elevation anchor, not surveyed point geometry.",https://kickinghorseresort.com/discover-kickinghorse/mountain-stats/
Fernie Alpine Resort,Summit Elevation,summit,49.4628,-115.0856,7000,false,"Official Fernie Alpine Resort stats list summit elevation 7,000 ft and base elevation 3,450 ft. Coordinates reuse the resort forecast-point location because the source did not publish exact station coordinates in the captured text; treat as approximate elevation anchor, not surveyed point geometry.",https://skifernie.com/discover-fernie/mountain-stats/
Kimberley Alpine Resort,Top Elevation,summit,49.688,-116.004,6500,false,"Official Kimberley Alpine Resort stats list top elevation 6,500 ft and base elevation 4,035 ft. Coordinates reuse the resort forecast-point location because the source did not publish exact station coordinates in the captured text; treat as approximate elevation anchor, not surveyed point geometry.",https://skikimberley.com/discover-kimberley/mountain-stats/
Nakiska Ski Area,Top Elevation,summit,50.942,-115.151,7415,false,"Official Nakiska stats list top elevation 7,415 ft and base elevation 5,003 ft. Coordinates reuse the resort forecast-point location because the source did not publish exact station coordinates in the captured text; treat as approximate elevation anchor, not surveyed point geometry.",https://skinakiska.com/discover-nakiska/mountain-stats/
Panorama,Highest Elevation,summit,50.46,-116.238147,8038,false,"Official Panorama fact sheet lists highest elevation 8,038 ft. Coordinates reuse the resort forecast-point location because the source did not publish exact station coordinates in the captured text; treat as approximate elevation anchor, not surveyed point geometry.",https://www.panoramaresort.com/assets/fact-sheet.pdf
Revelstoke Mountain Resort,Stoke Chair Elevation,summit,50.9581531,-118.16279280000003,7300,false,"Official Revelstoke stats list Stoke Chair elevation 2,225 m / about 7,300 ft. Coordinates reuse the resort forecast-point location because the source did not publish exact station coordinates in the captured text; treat as approximate elevation anchor, not surveyed point geometry.",https://www.revelstokemountainresort.com/mountain/mountain-stats/
Revelstoke Mountain Resort,Sub Peak Elevation,summit,50.9581531,-118.16279280000003,7677,false,"Official Revelstoke stats list Sub Peak elevation 2,340 m / about 7,677 ft. Coordinates reuse the resort forecast-point location because the source did not publish exact station coordinates in the captured text; treat as approximate elevation anchor, not surveyed point geometry.",https://www.revelstokemountainresort.com/mountain/mountain-stats/
Sun Peaks Resort,Mt. Tod Summit,summit,50.88488,-119.88595,7060,false,"Official Sun Peaks stats list Mt. Tod summit elevation 7,060 ft, outside ski area boundary. Coordinates reuse the resort forecast-point location because the source did not publish exact station coordinates in the captured text; treat as approximate elevation anchor, not surveyed point geometry.",https://www.sunpeaksresort.com/ski-ride/the-mountain/trail-maps-stats
Sun Peaks Resort,Burfield Chairlift Summit,summit,50.88488,-119.88595,6824,false,"Official Sun Peaks stats list Burfield Chairlift summit elevation 6,824 ft. Coordinates reuse the resort forecast-point location because the source did not publish exact station coordinates in the captured text; treat as approximate elevation anchor, not surveyed point geometry.",https://www.sunpeaksresort.com/ski-ride/the-mountain/trail-maps-stats
Sun Peaks Resort,Burfield Chairlift Base,base,50.88488,-119.88595,3930,false,"Official Sun Peaks stats list Burfield Chairlift base elevation 3,930 ft; non-primary base because village base remains the primary resort forecast point. Coordinates reuse the resort forecast-point location because the source did not publish exact station coordinates in the captured text; treat as approximate elevation anchor, not surveyed point geometry.",https://www.sunpeaksresort.com/ski-ride/the-mountain/trail-maps-stats
SilverStar Mountain,Inferred Summit from Village + Vertical,summit,50.369723,-119.063611,7772,false,"Official SilverStar home page lists village elevation 1,609 m and total vertical drop 760 m; summit elevation is inferred as about 2,369 m / 7,772 ft pending explicit official summit/station metadata. Coordinates reuse the resort forecast-point location because the source did not publish exact station coordinates in the captured text; treat as approximate elevation anchor, not surveyed point geometry.",https://www.skisilverstar.com/
Snowbird,Hidden Peak / Tram Summit,summit,40.5807318,-111.6573737,11000,false,"Official Snowbird scenic tram page identifies Hidden Peak at 11,000 ft. Coordinates reuse the resort forecast-point location because the source did not publish exact point coordinates in captured text; treat as approximate elevation anchor unless explicitly station/webcam described.",https://www.snowbird.com/activities-events/winter-activities/winter-scenic-tram-rides/
Snowbasin,Mount Ogden Summit,summit,41.21614,-111.857,9570,false,"Official Snowbasin FAQ lists Mount Ogden summit elevation 9,570 ft. Coordinates reuse the resort forecast-point location because the source did not publish exact point coordinates in captured text; treat as approximate elevation anchor unless explicitly station/webcam described.",https://www.snowbasin.com/about/faqs/
Solitude Mountain Resort,Top Elevation,summit,40.6187341,-111.5903965,10488,false,"Official Solitude By The Numbers page lists top elevation 10,488 ft. Coordinates reuse the resort forecast-point location because the source did not publish exact point coordinates in captured text; treat as approximate elevation anchor unless explicitly station/webcam described.",https://www.solitudemountain.com/mountain-and-village/mountain-information/solitude-by-the-numbers
Winter Park Resort,Resort Summit / Parsenn Bowl and Cirque,summit,39.886822,-105.76248980000003,12060,false,"Official Winter Park mountain-stats page lists overall summit 12,060 ft and separately shows Parsenn Bowl and The Cirque topping at 12,060 ft. Coordinates reuse the resort forecast-point location because the source did not publish exact point coordinates in captured text; treat as approximate elevation anchor unless explicitly station/webcam described.",https://www.winterparkresort.com/the-mountain/mountain-information/statistics
Winter Park Resort,Winter Park Top,summit,39.886822,-105.76248980000003,11220,false,"Official Winter Park mountain-stats table lists Winter Park Top elevation 11,220 ft. Coordinates reuse the resort forecast-point location because the source did not publish exact point coordinates in captured text; treat as approximate elevation anchor unless explicitly station/webcam described.",https://www.winterparkresort.com/the-mountain/mountain-information/statistics
Winter Park Resort,Mary Jane Top,summit,39.886822,-105.76248980000003,11200,false,"Official Winter Park mountain-stats table lists Mary Jane Top elevation 11,200 ft. Coordinates reuse the resort forecast-point location because the source did not publish exact point coordinates in captured text; treat as approximate elevation anchor unless explicitly station/webcam described.",https://www.winterparkresort.com/the-mountain/mountain-information/statistics
Winter Park Resort,Vasquez Ridge Top,summit,39.886822,-105.76248980000003,10700,false,"Official Winter Park mountain-stats table lists Vasquez Ridge Top elevation 10,700 ft. Coordinates reuse the resort forecast-point location because the source did not publish exact point coordinates in captured text; treat as approximate elevation anchor unless explicitly station/webcam described.",https://www.winterparkresort.com/the-mountain/mountain-information/statistics
Winter Park Resort,Eagle Wind Top,summit,39.886822,-105.76248980000003,11600,false,"Official Winter Park mountain-stats table lists Eagle Wind Top elevation 11,600 ft. Coordinates reuse the resort forecast-point location because the source did not publish exact point coordinates in captured text; treat as approximate elevation anchor unless explicitly station/webcam described.",https://www.winterparkresort.com/the-mountain/mountain-information/statistics
Taos Ski Valley,Summit Elevation,summit,36.59572,-105.45054800000003,12481,false,"Official Taos mountain information page lists summit elevation 12,481 ft. Coordinates reuse the resort forecast-point location because the source did not publish exact point coordinates in captured text; treat as approximate elevation anchor unless explicitly station/webcam described.",https://www.skitaos.com/mountain?src=mappery
Telluride,Lift-served Elevation,summit,37.9369,-107.8464,12515,false,"Official Telluride mountain facts list lift-served elevation 12,515 ft. Coordinates reuse the resort forecast-point location because the source did not publish exact point coordinates in captured text; treat as approximate elevation anchor unless explicitly station/webcam described.",https://tellurideskiresort.com/?spb-section=mountain-facts
Telluride,Maximum Elevation,summit,37.9369,-107.8464,13150,false,"Official Telluride mountain facts list maximum elevation 13,150 ft. Coordinates reuse the resort forecast-point location because the source did not publish exact point coordinates in captured text; treat as approximate elevation anchor unless explicitly station/webcam described.",https://tellurideskiresort.com/?spb-section=mountain-facts
Mt. Bachelor,Top Elevation,summit,43.99717,-121.405,9065,false,"Official Mt. Bachelor mountain-stats page lists top elevation 9,065 ft. Coordinates reuse the resort forecast-point location because the source did not publish exact point coordinates in captured text; treat as approximate elevation anchor unless explicitly station/webcam described.",https://www.mtbachelor.com/the-mountain/resort-policies-safety/mountain-stats/
Sierra-at-Tahoe,Summit Elevation,summit,38.8002,-120.08089,8852,false,"Official Sierra-at-Tahoe FAQ lists summit elevation 8,852 ft. Coordinates reuse the resort forecast-point location because the source did not publish exact point coordinates in captured text; treat as approximate elevation anchor unless explicitly station/webcam described.",https://sierraattahoe.com/faq/
Stratton,Summit Elevation,summit,43.11344,-72.9081,3875,false,"Official Stratton mountain-statistics page lists summit elevation 3,875 ft. Coordinates reuse the resort forecast-point location because the source did not publish exact point coordinates in captured text; treat as approximate elevation anchor unless explicitly station/webcam described.",https://www.stratton.com/the-mountain/mountain-statistics
Sugarbush Resort,Lincoln Peak Summit,summit,44.1359019,-72.89441390000002,3975,false,"Official Sugarbush page lists Lincoln Peak summit elevation 3,975 ft. Coordinates reuse the resort forecast-point location because the source did not publish exact point coordinates in captured text; treat as approximate elevation anchor unless explicitly station/webcam described.",https://www.sugarbush.com/mountain/terrain-and-maps
Sugarbush Resort,Mt. Ellen Base,base,44.1359019,-72.89441390000002,1483,false,"Official Sugarbush page lists Mt. Ellen base elevation 1,483 ft. Coordinates reuse the resort forecast-point location because the source did not publish exact point coordinates in captured text; treat as approximate elevation anchor unless explicitly station/webcam described.",https://www.sugarbush.com/mountain/terrain-and-maps
Sugarbush Resort,Mt. Ellen Summit,summit,44.1359019,-72.89441390000002,4083,false,"Official Sugarbush page lists Mt. Ellen summit elevation 4,083 ft. Coordinates reuse the resort forecast-point location because the source did not publish exact point coordinates in captured text; treat as approximate elevation anchor unless explicitly station/webcam described.",https://www.sugarbush.com/mountain/terrain-and-maps
Sugarbush Resort,Castlerock Peak,summit,44.1359019,-72.89441390000002,3812,false,"Official Sugarbush mountain stats list Castlerock Peak at 3,812 ft. Coordinates reuse the resort forecast-point location because the source did not publish exact point coordinates in captured text; treat as approximate elevation anchor unless explicitly station/webcam described.",https://www.sugarbush.com/mountain/terrain-and-maps
Sugarbush Resort,North Lynx Peak,summit,44.1359019,-72.89441390000002,3300,false,"Official Sugarbush mountain stats list North Lynx Peak at 3,300 ft. Coordinates reuse the resort forecast-point location because the source did not publish exact point coordinates in captured text; treat as approximate elevation anchor unless explicitly station/webcam described.",https://www.sugarbush.com/mountain/terrain-and-maps
Sugarbush Resort,Gadd Peak,summit,44.1359019,-72.89441390000002,3150,false,"Official Sugarbush mountain stats list Gadd Peak at 3,150 ft. Coordinates reuse the resort forecast-point location because the source did not publish exact point coordinates in captured text; treat as approximate elevation anchor unless explicitly station/webcam described.",https://www.sugarbush.com/mountain/terrain-and-maps
Sugarbush Resort,Inverness Peak,summit,44.1359019,-72.89441390000002,2750,false,"Official Sugarbush mountain stats list Inverness Peak at 2,750 ft. Coordinates reuse the resort forecast-point location because the source did not publish exact point coordinates in captured text; treat as approximate elevation anchor unless explicitly station/webcam described.",https://www.sugarbush.com/mountain/terrain-and-maps
RED Mountain,Summit Elevation,summit,49.10241,-117.819,6807,false,"Official RED Mountain maps/stats page lists summit elevation 6,807 ft. Coordinates reuse the resort forecast-point location because the source did not publish exact point coordinates in captured text; treat as approximate elevation anchor unless explicitly station/webcam described.",https://www.redresort.com/maps-stats/
Schweitzer,Summit Elevation,summit,48.36691,-116.622,6400,false,"Official Schweitzer winter fact sheet lists summit elevation 6,400 ft. Coordinates reuse the resort forecast-point location because the source did not publish exact point coordinates in captured text; treat as approximate elevation anchor unless explicitly station/webcam described.",https://www.schweitzer.com/-/media/schweitzer/pdfs-and-maps/press/schweitzer-winter-fact-sheet-2425.pdf
Cypress Mountain,Cypress Creek Lodge,lodge,49.396,-123.20463139999998,3000,false,"Official Cypress trail maps/stats page lists Cypress Creek Lodge at 915 m / 3,000 ft; retained as lodge/base-area elevation anchor. Coordinates reuse the resort forecast-point location because the source did not publish exact point coordinates in captured text; treat as approximate elevation anchor unless explicitly station/webcam described.",https://www.cypressmountain.com/trail-maps-and-stats
